domain,grade,final_score,price_suggested,price_reason,type,source_run_id,insight,currently_available
bountyedge.com,Buy,8.6398,1500,"As a coined_tech_brandable Buy grade .com with a strong score, this name is priced slightly above the baseline for its grade and TLD, reflecting its strong brandability and premium feel.",coined_tech_brandable,20260119T211239Z,"Combines 'bounty' and 'edge' into a strong, memorable name that suggests advantage or reward, fitting well for fintech or marketing niches with a premium .com TLD.",true
clearopen.io,Buy,8.6355,1600,"This two_word_descriptive .io domain with a Buy grade and strong score is priced at the mid-to-upper range of the .io baseline, reflecting its clarity, positive connotation, and tech suitability.",two_word_descriptive,20260121T151040Z,"Simple, positive, and easy to remember two-word blend that suggests transparency or accessibility, well suited for tech or SaaS with a .io TLD.",true
trueatlas.io,Buy,8.6331,1600,"A clear, descriptive two_word_descriptive .io name with a Buy grade and strong score, priced in the mid-to-upper range for its TLD and type due to its strong brand potential and memorable combination.",two_word_descriptive,20260121T151040Z,"Combines 'true' and 'atlas' to suggest reliability and comprehensive mapping or data, making it clear and memorable for tech or data platforms; .io fits well for a tech-focused brand.",true
agentforge.io,Buy,8.6312,1600,"This strong, action-oriented two_word_descriptive .io domain with a Buy grade and solid score is priced in the mid-to-upper range of the .io baseline, reflecting its suitability for tech and AI startups.",two_word_descriptive,20260119T185822Z,"Strong, action-oriented two-word name implying creation or building of agents, suitable for AI or automation startups; the .io TLD enhances its tech appeal.",true
nextrail.io,Buy,8.6287,1550,"As a Buy grade, two_word_descriptive .io domain with a strong score and futuristic appeal, this name is priced in the mid-range of the .io baseline, reflecting its tech relevance and memorability.",two_word_descriptive,20260122T131955Z,"Memorable and futuristic sounding, this two-part name suggests innovation in tracking or logistics, with .io reinforcing a tech or startup vibe.",true
opensolid.io,Buy,8.6269,1600,"This clear and straightforward two_word_descriptive .io domain with a Buy grade and strong score is priced in the mid-to-upper range of the .io baseline, due to its strong brandability for tech sectors.",two_word_descriptive,20260121T151040Z,"Clear and straightforward, this name suggests transparency and strength, ideal for security or blockchain projects; .io is a good fit for technology brands.",true
layerclear.com,Buy,8.6245,1350,"A descriptive and easy to remember two_word_descriptive .com domain with a Buy grade and strong score, priced at the mid-range baseline for its TLD and type reflecting solid brand appeal.",two_word_descriptive,20260119T202155Z,"Descriptive and easy to remember, this two-word name suggests clarity and structure, suitable for tech or design services; the .com TLD adds credibility.",true
policyopen.com,Buy,8.6198,1350,"This clear, descriptive two_word_descriptive .com domain with a Buy grade and strong score is priced in the mid-range baseline for its TLD and type, reflecting its clarity and trustworthiness.",two_word_descriptive,20260120T180003Z,"Clear and descriptive, this name implies transparency in policy or governance, making it suitable for fintech or legal tech; .com enhances trust and memorability.",true
auditsolid.com,Buy,8.6194,1200,"A strong two-word descriptive .com with a Buy grade and a solid score in the mid-upper range; priced at baseline for its type and length, reflecting its clear brandability for auditing or compliance.",two_word_descriptive,20260120T180003Z,"Strong, trustworthy sounding two-word name ideal for auditing or compliance services; .com TLD supports professional brand positioning.",true
auditwhite.com,Buy,8.6182,1200,Clear and memorable two-word descriptive .com with a Buy grade and mid-upper score; baseline pricing fits its strong brand appeal and professional sector suitability.,two_word_descriptive,20260121T132738Z,"Memorable and suggests purity or transparency in auditing, making it suitable for finance or compliance sectors, with .com adding credibility.",true
solidopen.com,Buy,8.6167,1150,Memorable two-word descriptive .com with a Buy grade and mid score; priced at baseline slightly lower within the range due to slightly softer brand clarity compared to audit-related names.,two_word_descriptive,20260119T190526Z,"Memorable and straightforward blend conveying reliability and openness, making it versatile for tech or collaboration platforms.",true
smartrue.io,Buy,8.6159,1600,Invented techy .io with a Buy grade and mid-upper score; priced above baseline reflecting its coined_tech_brandable type and strong modern appeal for AI/software startups.,coined_tech_brandable,20260119T202155Z,"Invented blend combining 'smart' and 'true' that feels tech-savvy and modern, well-suited for an AI or software startup with the trendy .io TLD.",true
goalign.io,Buy,8.6131,1200,"Clear, action-oriented two-word descriptive .io with a Buy grade and mid-upper score; baseline pricing reflects its clarity and tech relevance with a shorter length.",two_word_descriptive,20260121T183554Z,"Clear, action-oriented name suggesting goal setting or alignment services, with a strong call to action and fitting .io TLD for tech use.",true
planealign.com,Buy,8.6092,1150,Descriptive two-word .com with a Buy grade and mid-upper score; baseline pricing reflects its solid clarity and professional appeal for aviation or technical sectors.,two_word_descriptive,20260121T151040Z,"Descriptive and clear name likely suited for aviation or technical alignment services, with strong clarity and .com TLD enhancing credibility.",true
agentai.io,Buy,8.6069,1300,Clear two-word descriptive .io with a strong AI keyword and Buy grade; priced modestly above baseline reflecting strong keyword presence and tech relevance.,two_word_descriptive,20260119T202155Z,"Clear and descriptive blend of 'agent' and 'AI', making it highly relevant for AI-driven services; the .io TLD suits tech startups well.",true
basetrue.io,Buy,8.6053,1100,Simple two-word descriptive .io with a Buy grade and mid score; baseline pricing fits its clear brandability and tech-friendly extension.,two_word_descriptive,20260119T191510Z,"Strong, simple combination implying foundational truth or accuracy; memorable and versatile with a tech-friendly .io extension.",true
planedge.io,Buy,8.6047,1650,Invented techy .io with a Buy grade and mid-upper score; priced above baseline reflecting its coined_tech_brandable classification and strong strategic connotation.,coined_tech_brandable,20260121T183554Z,"A clever blend suggesting strategic advantage or planning edge, suitable for SaaS or productivity tools; .io enhances its tech appeal.",true
baserisk.io,Buy,8.6031,1200,Clear two-word descriptive .io with a Buy grade and mid score; priced at baseline with modest uplift for strong keyword relevance in fintech and risk management.,two_word_descriptive,20260119T190526Z,"Clear and descriptive for risk management or fintech sectors, with a solid, professional tone and fitting .io TLD.",true
