domain,grade,final_score,price_suggested,price_reason,type,source_run_id,insight,currently_available
bluedeploy.com,Strong Buy,8.6127,1875,"As a Strong Buy two_word_descriptive .com with a high score and clear, descriptive brandability, this domain is priced in the mid-upper range of the baseline band for .com two-word names.",two_word_descriptive,20251224T152846Z,"Clear, descriptive, and highly brandable with a strong visual and action-oriented feel, ideal for tech, software, or cloud services.",true
gobyte.io,Strong Buy,8.0685,1950,"Strong Buy coined_tech_brandable .io with a short length and tech-savvy appeal, priced slightly above baseline mid-range for its grade and TLD given its catchy and memorable nature.",coined_tech_brandable,20251224T152846Z,"Short, catchy, and tech-savvy, 'gobyte' is highly brandable with a clear tech connotation and excellent memorability for a .io domain.",true
aialign.ai,Strong Buy,7.882,1475,"Strong Buy two_word_descriptive .ai name with good score and clear AI relevance, priced mid-range within the .ai band reflecting solid brand clarity and TLD alignment.",two_word_descriptive,20251224T150837Z,"Highly relevant, clear, and memorable for AI-related alignment solutions, perfectly leveraging the .ai TLD for strong brand clarity.",true
nowluno.com,Buy,8.6457,1350,"Buy coined_tech_brandable .com with a modern, invented feel and good memorability; priced mid-range within the .com coined tech band consistent with its grade and score.",coined_tech_brandable,20251223T140259Z,"Invented, modern-sounding name with a tech startup vibe; 'now' implies immediacy while 'luno' adds a unique, memorable twist suitable for various sectors.",true
atlascrux.com,Buy,8.6425,1350,"Buy coined_tech_brandable .com with strong, evocative components and good brand clarity; priced mid-range reflecting its grade, clarity, and TLD.",coined_tech_brandable,20251224T044838Z,"Strong, evocative blend combining 'Atlas' and 'Crux' that implies strength and pivotal importance; distinctive and brandable with good clarity for a tech or consulting brand.",true
beambil.com,Buy,8.641,1325,"Buy coined_tech_brandable .com with playful, fresh sound and tech-friendly vibe; priced mid-range in line with its grade and .com coined tech brandables.",coined_tech_brandable,20251223T150235Z,"Inventive and playful coined name that feels fresh and tech-friendly; easy to pronounce and spell, making it suitable for a variety of digital or consumer brands.",true
byteaces.com,Buy,8.6363,1450,Buy two_word_descriptive .com combining strong tech keywords with confidence; priced mid-range for its grade and TLD reflecting clear brandability and keyword strength.,two_word_descriptive,20251224T152846Z,"Combines 'byte' and 'aces' to create a tech-savvy, confident brand name that is clear and memorable, suitable for IT or digital service companies.",true
nowcrisp.com,Buy,8.6339,1500,"As a coined_tech_brandable Buy with a strong score and a clear, dynamic blend on a .com, this name is priced slightly above baseline in the midrange for tech brandables with 8-9 character length.",coined_tech_brandable,20251225T065246Z,"Fresh and dynamic blend suggesting immediacy ('now') and clarity or sharpness ('crisp'), making it a strong, memorable brand for tech or lifestyle sectors.",true
nowcrane.com,Buy,8.6339,1200,"A two_word_descriptive Buy with a strong score and clear meaning on a .com, priced at the baseline midrange for descriptive two-word domains with good brand clarity and length.",two_word_descriptive,20251224T152846Z,"Clear and memorable, combining 'now' and 'crane' suggests immediacy and strength, suitable for logistics or construction tech. The .com TLD enhances its brandability.",true
cruxaudit.com,Buy,8.6331,1200,"This two_word_descriptive Buy domain has a clear fintech/compliance relevance and a strong score, so it is priced at the baseline midrange for .com two-word descriptives of this length.",two_word_descriptive,20251224T152846Z,"A blend of 'crux' and 'audit' clearly positions this domain for fintech or compliance services, making it descriptive and professional. The .com TLD adds credibility.",true
cruxblue.com,Buy,8.6331,1500,"A coined_tech_brandable Buy with a strong score and versatile brandability on .com, priced slightly above baseline midrange given the tech feel and solid length.",coined_tech_brandable,20251224T035614Z,"Combines 'crux' with a simple color 'blue', creating a versatile and brandable name with a modern tech feel. Suitable across various niches with a strong .com presence.",true
acesarc.com,Buy,8.63,1400,"As a short coined_tech_brandable Buy with a strong score and unique sound on .com, this name is priced in the mid-to-upper range for coined tech brandables of similar length and grade.",coined_tech_brandable,20251223T150235Z,"A concise blend with a strong, memorable sound that could suit a tech or gaming brand; the combination feels unique though slightly abstract.",true
arcdeploy.com,Buy,8.6292,1200,"A two_word_descriptive Buy domain with a clear tech meaning and strong score, priced at baseline midrange for .com two-word descriptives of this length and clarity.",two_word_descriptive,20251224T150837Z,"Clear and descriptive two-part name suggesting deployment services or software, making it relevant and straightforward for tech audiences.",true
catalogdev.com,Buy,8.6245,1200,"This two_word_descriptive Buy domain is descriptive and functional with a strong score, so it is priced at the baseline midrange for .com two-word descriptives of this length.",two_word_descriptive,20251225T065246Z,"Descriptive and functional, clearly targeting development related to catalogs or data organization, with good clarity and relevance.",true
deltaudit.com,Buy,8.6198,1500,"A coined_tech_brandable Buy with a strong fintech connotation and solid score on .com, priced slightly above baseline midrange for tech brandables with clear relevance.",coined_tech_brandable,20251224T044838Z,A clever blend implying audit or financial services with a tech edge; memorable and suitable for fintech or compliance sectors.,true
cranecrisp.com,Buy,8.6163,1200,"A two_word_descriptive Buy with good alliteration and clarity on .com, priced at baseline midrange for two-word descriptives with strong brandability and score.",two_word_descriptive,20251224T151319Z,"Combines two clear, simple words with good alliteration, making it memorable and brandable for various sectors like tech or consulting.",true
newaset.com,Buy,8.6159,1400,"A short coined_tech_brandable Buy with a catchy, techy feel and strong score on .com, priced in the midrange slightly above baseline for its type and length.",coined_tech_brandable,20251224T151319Z,"A coined, tech-sounding name that is short and catchy, suitable for startups or tech brands seeking a unique identity.",true
